2025-08-28 14:54:23 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-28 14:54:40 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-28 14:55:13 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-28 14:55:36 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-29 02:42:04 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-29 02:42:11 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: chaos - Subdomain discovery via Chaos API
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: amass - Network mapping of attack surfaces
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: httpx - Fast HTTP prober
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: nmap - Network mapper and port scanner
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: gobuster - Directory and file brute forcer
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: sqlmap - SQL injection testing tool
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: masscan - Fast port scanner
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Available: ffuf - Fast web fuzzer
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subfinder - Fast passive subdomain enumeration
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: assetfinder - Subdomain discovery tool
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: nuclei - Vulnerability scanner based on templates
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: waybackurls - Fetch URLs from Wayback Machine
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: gau - Get All URLs from various sources
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: dnsx - Fast DNS toolkit
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
2025-08-30 12:07:52 | reconforge.tools     | INFO     | _log_to_appropriate_logger | [TOOL] Missing: subzy - Subdomain takeover checker
